Unnamed: 0,age,gender,region_category,membership_category,joining_date,joined_through_referral,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
17682,45,1,3,1,2017-10-21,2,3,3,8,64.41,6790.69,26.0,774.45,2,1,2,2,4,0
17683,60,1,3,5,2017-02-16,3,3,3,9,30.66,83177.03,Error,711.22,1,2,1,3,6,0
17684,34,2,3,2,2016-10-16,2,2,3,7,159.65,48679.55,10.0,681.59,1,2,1,3,4,1
17685,39,2,1,5,2017-12-04,1,2,3,14,306.79,32516.85,Error,637.62,2,1,2,2,2,1
17686,14,1,3,3,2016-03-26,1,1,3,-999,-979.5668957555296,5475.01,22.0,604.85,2,1,1,1,3,1
17687,21,2,3,5,2017-08-28,3,2,3,19,34.44,2758.01,12.0,640.18,2,1,1,4,3,1
17688,32,1,3,2,2017-09-16,1,1,3,18,137.79,41021.86,15.0,685.43,2,1,2,2,8,1
17689,39,2,3,1,2016-12-31,3,2,3,13,1389.36,36431.09,29.0,1197.6086425087346,1,2,2,2,8,0
17690,61,1,3,2,2016-08-07,1,1,3,20,33.27,45492.44,16.0,1171.0778593274715,2,1,2,2,3,1
17691,13,2,1,1,2017-09-14,1,1,3,12,206.32,71596.36,19.0,760.67,1,1,2,2,5,0
17692,58,2,2,5,2015-09-08,2,1,3,3,34.46,950.26,28.0,788.38,2,1,2,2,8,0
17693,38,1,3,5,2016-10-04,1,2,3,9,793.87,1184.89,48.194751050325095,623.52,1,2,2,2,8,1
17694,59,2,3,4,2017-04-01,1,3,3,12,62.91,17743.73,5.0,715.84,1,2,1,1,3,1
17695,21,2,2,4,2017-04-23,1,2,3,4,60.89,5471.13,Error,1136.575440411731,2,1,1,4,3,0
17696,29,1,2,5,2016-12-23,1,3,3,17,32.55,34038.14,7.0,770.12,1,2,1,4,1,0
17697,61,1,3,5,2017-08-12,1,1,3,17,80.81,35974.45,11.0,781.96,1,2,1,4,2,0
17698,25,2,3,1,2017-06-22,1,2,3,11,31.08,27500.3,14.0,1086.271968820885,1,2,1,5,2,0
17699,30,1,2,5,2016-09-04,1,2,3,21,230.51,47708.71,29.0,789.8,2,1,1,5,4,0
17700,28,1,2,5,2015-12-28,2,2,3,-999,150.65,10542.04,23.0,588.07,1,2,2,2,8,1
17701,32,2,2,2,2015-11-20,2,2,3,14,436.79,44493.56,20.0,171.9132319903651,2,1,2,2,1,1
17702,14,1,3,5,2016-07-17,2,2,3,12,123.48,26490.59,8.0,303.48828619391577,2,1,2,2,8,0
17703,42,2,3,5,2016-10-21,2,2,3,5,33.7,38003.86,Error,633.45,1,2,2,2,8,1
17704,45,2,3,5,2017-08-21,2,2,3,-999,-633.532803723415,33815.09,19.0,657.15,2,1,1,1,3,1
17705,36,1,2,2,2016-11-24,1,1,3,20,1092.1195196215374,8255.24,17.0,640.17,1,2,1,3,2,1
17706,64,2,3,4,2016-12-24,1,1,3,3,1147.91,34023.74,12.0,1285.5975289651644,1,1,2,2,4,0
17707,43,2,1,2,2016-09-09,3,3,3,9,136.63,43362.39,28.0,201.51549843322047,1,2,1,5,3,1
17708,53,1,3,5,2016-10-24,2,3,3,18,184.44,36747.97,16.0,543.18,1,2,2,2,8,1
17709,64,2,3,5,2017-06-05,2,3,3,8,884.9409696346453,13532.52,28.0,560.19,1,2,1,4,3,1
17710,56,2,3,5,2017-10-07,2,1,3,14,176.02,6581.06,Error,658.57,2,1,1,4,1,1
17711,50,1,2,4,2015-12-15,1,1,3,18,91.65,73561.31,5.0,718.76,1,2,2,2,6,0
17712,64,2,2,2,2016-06-23,2,3,3,11,394.87,21367.61,28.0,689.53,1,2,1,1,2,1
17713,31,1,3,2,2017-07-28,1,2,3,8,1264.23,15376.31,17.0,675.55,1,2,2,2,4,1
17714,33,2,2,3,2016-10-30,1,3,3,7,71.95,14838.79,19.0,317.39352548124714,2,1,1,4,2,1
17715,32,1,1,5,2015-09-22,1,2,3,12,33.55,23422.51,13.0,658.88,1,2,2,2,2,1
17716,31,2,1,4,2015-10-19,1,1,3,11,33.93,22412.25,10.0,770.16,1,2,2,2,4,0
17717,42,1,1,4,2015-07-13,1,1,3,12,151.04,43446.33,7.0,631.98,1,2,1,3,3,1
17718,64,1,2,5,2017-03-04,1,3,3,17,99.38,17632.67,14.0,49.731037427349406,1,2,1,1,1,1
17719,19,2,3,3,2017-04-11,2,1,3,12,108.8,11939.54,19.0,686.8821987429081,2,1,1,5,4,0
17720,14,2,3,1,2016-04-05,3,1,3,13,-903.377470644918,90277.5,11.0,796.35,2,1,2,2,6,0
17721,18,1,3,3,2017-03-14,2,1,3,14,82.75,40580.73,21.0,653.82,2,1,1,3,3,1
17722,28,1,3,5,2017-05-01,2,3,3,17,33.7,47543.86,19.0,648.01,2,1,2,2,4,1
17723,28,2,2,5,2016-04-30,3,2,3,20,99.12,36466.55,26.0,686.8821987429081,2,1,1,4,3,1
17724,46,2,3,5,2015-10-08,2,2,3,-999,243.42,19491.81,15.0,686.8821987429081,1,1,2,2,5,0
17725,27,1,3,5,2016-05-28,1,2,3,10,569.28,25048.88,15.0,671.33,1,2,2,2,8,1
17726,60,2,3,4,2016-06-01,2,2,3,11,43.35,42278.54,Error,675.64,1,2,1,5,2,1
17727,19,2,3,3,2017-02-19,1,2,3,16,31.73,84706.82,19.0,718.0,1,2,1,1,7,0
17728,19,2,2,3,2017-03-30,1,1,3,3,155.0,3822.8,3.0,715.11,2,1,2,2,5,0
17729,64,1,2,3,2017-06-27,2,3,3,6,204.15,19680.34,5.0,609.65,2,1,2,2,4,1
17730,38,1,3,2,2016-09-05,2,1,3,16,1266.7360747568605,41955.68,6.0,290.9066322390484,1,2,2,2,1,1
17731,34,1,3,2,2016-02-18,3,2,3,5,1215.489432576464,21172.36,20.0,638.95,2,1,1,4,4,1
17732,19,1,3,5,2015-07-22,3,2,3,3,-128.78197091139384,33709.94,21.0,686.8821987429081,2,1,2,2,4,1
17733,30,2,3,1,2015-07-03,3,2,3,7,107.1,23618.62,19.0,784.09,2,1,2,2,9,0
17734,37,2,2,5,2017-08-01,1,2,3,19,-787.3126781449208,36942.03,Error,602.57,1,2,2,2,3,1
17735,59,2,1,1,2015-03-18,1,1,3,11,1238.96,23164.2,Error,503.67676639116735,1,1,2,2,8,0
17736,61,1,3,4,2016-12-17,2,1,3,9,44.46,27931.36,Error,686.8821987429081,1,2,1,3,3,0
17737,55,2,3,5,2015-11-19,1,1,3,13,40.06,2785.15,7.0,680.03,2,1,1,5,8,1
17738,36,1,2,2,2015-08-16,1,1,3,12,148.56,45259.8,18.0,686.8821987429081,2,1,1,4,3,1
17739,20,2,2,2,2015-01-29,1,1,3,12,32.68,1081.76,6.0,661.0,1,2,1,1,8,1
17740,18,2,2,5,2017-03-28,1,2,3,12,224.49,38419.51,14.0,-226.74998948125057,2,1,2,2,8,1
17741,12,1,2,3,2016-05-21,2,2,3,9,313.55,77120.87,12.0,739.85,2,1,1,3,5,0
17742,54,1,3,3,2015-09-23,2,1,3,14,158.12,41436.46,25.0,741.98,1,2,1,3,3,0
17743,16,1,3,5,2017-03-11,3,2,3,17,250.54,46386.18,13.0,658.69,1,2,2,2,1,1
17744,55,1,1,3,2015-07-19,2,3,3,15,229.12,16800.32,14.0,694.79,1,2,1,5,3,1
17745,45,1,3,1,2015-04-12,2,1,3,4,64.5,49478.24,5.0,776.39,1,2,1,5,1,0
17746,64,1,3,1,2017-06-20,3,1,3,14,-799.2103994276139,21967.19,51.590987309491794,797.85,2,1,1,4,8,0
17747,64,2,3,3,2015-08-08,2,1,3,16,39.51,12431.41,17.0,642.74,1,2,1,5,2,1
17748,61,2,3,3,2017-05-08,2,2,3,8,186.64,41745.08,19.0,717.32,2,1,1,1,4,1
17749,56,2,3,5,2017-03-25,2,1,3,21,96.03,42121.94,14.0,656.63,1,2,1,3,1,1
17750,60,2,2,4,2015-10-19,1,1,3,16,41.09,31586.95,12.0,654.33,2,1,1,1,1,1
17751,19,2,2,5,2017-01-06,1,1,3,8,64.19,26783.1,2.0,807.74,2,1,2,2,9,0
17752,52,1,3,5,2016-07-20,1,1,3,12,34.84,46992.9,22.0,589.18,1,2,1,4,1,1
17753,12,2,3,3,2015-03-28,3,3,3,23,-819.8480956502019,40971.1,19.0,760.65,2,1,2,2,4,0
17754,44,1,1,2,2016-01-19,2,2,3,22,222.26,32893.93,Error,606.78,1,2,2,2,1,1
17755,44,1,3,2,2016-01-30,3,2,3,13,291.34,34781.22,17.0,649.05,1,2,2,2,3,1
17756,55,1,2,2,2015-07-01,1,1,3,14,798.2,6684.11,5.0,388.375902429682,1,1,2,2,2,1
17757,43,1,3,3,2016-04-02,1,1,3,6,331.95,1342.96,5.0,313.22537847342494,1,1,2,2,2,0
17758,42,2,3,2,2017-06-27,1,2,3,18,33.2,41623.53,20.0,566.13,1,2,2,2,4,1
17759,49,1,2,5,2017-04-02,2,1,3,12,-804.5550102418993,32389.15,13.0,337.9500598508351,1,2,2,2,9,0
17760,17,2,3,5,2017-04-16,1,2,3,14,566.26,45026.01,12.0,798.88,2,1,1,1,3,0
17761,27,1,2,5,2015-08-04,2,3,3,16,78.32,2350.57,39.027452229834864,686.8821987429081,2,1,1,4,4,1
17762,13,1,3,4,2017-07-04,2,2,3,21,52.85,36440.27,29.0,991.1231464845554,1,2,1,1,8,1
17763,40,2,3,5,2015-11-19,3,3,3,17,109.36,18026.46,21.0,763.79,2,1,2,2,8,0
17764,32,2,3,2,2017-12-08,2,2,3,14,34.36,30093.89,23.0,676.67,2,1,1,3,4,1
17765,57,2,3,1,2015-03-30,2,2,3,10,192.55,14521.29,40.34063762167693,727.3,2,1,2,2,1,0
17766,10,2,3,5,2015-09-24,2,1,3,18,444.22,35706.59,9.0,766.51,2,1,2,2,5,0
17767,59,2,3,4,2017-11-02,1,3,3,10,633.39,48362.58,7.0,680.83,1,2,1,1,8,1
17768,26,2,3,5,2016-01-05,2,1,3,10,359.66,14970.78,29.0,751.09,2,1,1,3,8,0
17769,43,2,2,2,2015-11-27,1,2,3,4,810.35,7574.23,21.0,695.86,1,1,1,5,3,1
17770,59,2,2,5,2015-06-30,2,2,3,15,482.97,37086.0,15.0,1110.405407346895,2,1,2,2,8,1
17771,22,2,1,1,2017-06-13,1,2,3,15,555.11,48484.85,11.0,766.76,1,2,2,2,8,0
17772,11,1,3,5,2015-01-02,3,2,3,12,244.51,24222.58,17.0,536.71,1,1,1,1,4,1
17773,53,2,3,2,2017-06-16,2,1,3,18,485.69,1734.19,8.0,667.59,2,1,2,2,3,1
17774,14,1,2,5,2017-11-05,1,2,3,12,38.94,31821.05,29.0,596.17,1,2,2,2,1,1
17775,12,2,3,3,2017-02-15,1,2,3,17,414.06,44266.62,23.0,686.8821987429081,1,2,1,1,8,1
17776,25,1,3,4,2016-10-16,2,2,3,16,235.0,29504.63,27.0,747.36,2,1,1,5,4,0
17777,38,2,1,1,2017-11-28,1,2,3,10,347.12,23257.12,19.0,733.54,2,1,1,4,2,0
17778,62,2,3,3,2015-11-24,2,1,3,5,1178.3887191408164,4445.84,20.0,686.8821987429081,2,1,2,2,8,1
17779,59,2,1,5,2017-06-17,1,2,3,19,113.94,36906.87,18.0,1206.8822444134214,1,2,2,2,4,1
17780,44,2,3,5,2015-03-30,1,1,3,17,30.19,49079.25,19.0,633.34,2,1,2,2,4,1
17781,56,1,3,2,2017-08-13,2,3,3,-999,414.5,48761.23,13.0,663.09,1,2,2,2,4,1
17782,12,2,3,2,2015-09-14,2,2,3,16,54.41,4997.85,22.0,683.56,1,2,2,2,4,1
17783,40,1,3,1,2016-03-05,1,2,3,18,1146.33,76424.23,Error,813.65,1,1,2,2,5,0
17784,28,2,2,5,2015-03-26,2,1,3,11,109.26,48565.74,8.0,730.2,2,1,1,4,4,0
17785,23,1,3,2,2017-07-01,1,3,3,13,1426.0256391901692,41996.86,15.0,553.74,2,1,2,2,3,1
17786,48,1,1,1,2015-02-06,3,3,3,6,819.7,82131.53,1.0,1083.3693949508745,1,1,2,2,5,0
17787,26,1,2,5,2016-01-29,2,1,3,5,229.02,16271.44,23.0,711.88,1,1,1,4,8,1
17788,46,1,1,1,2017-05-16,2,2,3,16,252.61,56998.91,17.0,769.39,2,1,2,2,6,0
17789,40,2,2,1,2016-07-17,3,1,3,16,180.77,34077.33,15.0,785.15,1,2,2,2,3,0
17790,44,1,2,5,2015-05-25,1,1,3,6,362.86,32398.46,Error,609.07,1,2,1,5,3,1
17791,45,2,3,2,2016-08-31,2,2,3,13,265.76,44612.77,15.0,635.97,2,1,2,2,3,1
17792,34,2,3,4,2015-10-21,3,3,3,13,108.01,49833.18,13.0,757.87,2,1,1,4,3,0
17793,41,2,1,5,2017-04-16,2,2,3,15,428.18,61950.11,16.0,805.76,2,1,2,2,9,0
17794,18,2,2,5,2015-10-01,2,2,3,8,230.28,12301.35,16.0,686.8821987429081,2,1,2,2,4,1
17795,11,1,3,1,2015-03-20,1,3,3,3,720.72,27383.24,12.0,978.1073759153652,1,2,1,1,1,0
17796,29,2,3,4,2016-09-06,2,1,3,10,34.33,1880.11,Error,662.8,1,2,1,5,1,1
17797,47,2,3,5,2015-03-25,1,2,3,11,703.1,46686.8,Error,652.49,2,1,2,2,2,1
17798,11,1,1,3,2015-01-18,2,2,3,7,179.47,24628.59,15.0,1116.5240688926292,1,2,1,5,8,0
17799,13,2,2,3,2015-03-05,2,2,3,16,409.09,22015.52,24.0,686.8821987429081,1,2,2,2,4,0
17800,30,1,1,1,2015-07-05,2,1,3,1,113.68,31123.85,29.0,1216.5597885177108,2,1,1,3,3,0
17801,27,2,2,3,2015-12-06,2,1,3,14,95.42,45063.72,23.0,796.65,1,2,2,2,8,0
17802,56,1,1,1,2016-09-11,2,1,3,14,361.35,59329.06,16.0,847.27,1,2,1,4,9,0
17803,57,2,2,1,2015-09-28,1,3,3,8,725.82,30127.2,22.0,1180.8340493803023,2,1,2,2,1,0
17804,21,2,1,2,2015-04-17,1,2,3,15,202.45,47889.22,Error,632.84,1,2,1,5,1,1
17805,17,2,3,3,2015-09-21,2,2,3,12,240.86,1887.61,22.0,730.4,2,1,2,2,1,0
17806,11,1,2,3,2016-04-04,3,2,3,4,286.07,39729.75,16.0,753.38,2,1,1,5,1,0
17807,25,1,2,3,2015-05-11,2,2,3,15,86.96,13355.02,14.0,732.31,2,1,1,4,3,0
17808,27,2,3,1,2016-05-16,2,2,3,7,218.34,25563.47,29.0,791.58,2,1,2,2,3,0
17809,48,2,3,2,2017-02-27,1,2,3,21,-753.8952685630278,43486.8,Error,524.5,1,2,2,2,1,1
17810,49,1,1,4,2015-11-11,1,3,3,14,961.2,79715.43,15.0,795.71,1,2,1,1,5,0
17811,38,2,2,5,2017-07-07,1,2,3,16,1539.8944308657387,9125.91,15.0,529.17,1,2,2,2,2,1
17812,28,2,2,5,2017-10-03,2,1,3,9,162.29,20172.03,22.0,686.8821987429081,1,2,2,2,8,1
17813,13,1,2,5,2015-06-21,1,1,3,11,439.76,14939.29,21.0,639.19,1,1,2,2,2,0
17814,21,1,2,3,2016-06-30,1,2,3,16,1885.94,12033.6,19.0,643.88,2,1,2,2,4,1
17815,49,1,3,5,2015-11-14,2,1,3,9,330.54,93734.75,8.0,783.7,1,2,2,2,7,0
17816,26,1,1,2,2016-01-15,2,1,3,13,178.97,28782.87,13.0,687.85,2,1,1,3,3,1
17817,19,2,2,4,2017-10-05,3,1,3,15,31.48,28575.53,22.0,274.0440178357678,2,1,2,2,3,1
17818,17,2,2,3,2015-09-27,1,1,3,14,51.65,35003.36,5.0,709.48,1,2,2,2,3,1
17819,59,2,3,5,2015-07-08,1,2,3,9,33.8,19082.61,15.0,717.38,2,1,2,2,8,0
17820,37,2,3,2,2016-08-03,1,2,3,16,932.09,35482.5,9.0,875.4126687490849,2,1,2,2,4,1
17821,62,2,3,2,2017-01-07,1,2,3,16,517.7,21092.07,9.0,648.58,2,1,2,2,8,1
17822,18,1,3,5,2015-06-17,1,1,3,22,63.72,3325.04,32.5441779797206,635.34,1,2,2,2,1,1
17823,29,1,2,2,2015-01-01,1,2,3,12,138.13,44571.99,22.0,686.8821987429081,2,1,1,4,8,1
17824,27,1,1,1,2017-10-19,1,2,3,21,113.92,16497.44,12.0,728.95,1,2,1,3,8,0
17825,36,2,3,5,2015-04-22,2,1,3,4,33.7,47072.27,19.0,702.96,2,1,1,1,4,1
17826,45,1,3,3,2015-03-25,2,2,3,13,106.8,61360.17,19.0,237.69382542399973,1,2,1,1,7,0
17827,51,2,1,3,2017-02-27,2,3,3,10,48.32,31569.54,14.0,686.8821987429081,1,2,2,2,3,1
17828,11,2,3,4,2017-04-28,1,1,3,19,42.39,9373.82,23.0,730.85,1,2,2,2,1,0
17829,25,2,3,5,2016-01-22,2,1,3,12,110.92,44076.82,26.0,607.92,1,2,1,1,4,1
17830,42,1,3,4,2017-09-23,1,2,3,14,71.19,11600.77,16.0,738.72,1,1,2,2,3,0
17831,58,2,2,5,2016-11-01,1,2,3,16,994.8968147634032,55180.37,6.0,221.49710869292065,1,2,2,2,5,0
17832,17,2,1,3,2016-09-16,1,2,3,17,77.55,24147.76,16.0,742.96,1,2,2,2,1,0
17833,59,1,3,3,2015-05-03,1,2,3,22,263.18,4137.02,27.0,798.45,1,1,1,4,3,0
17834,34,1,3,4,2015-03-01,1,1,3,17,58.7,23454.05,17.0,730.46,1,2,2,2,8,0
17835,19,1,2,4,2015-02-25,1,2,3,8,211.27,30500.18,10.0,711.98,2,1,2,2,4,1
17836,55,1,2,3,2016-05-13,1,1,3,20,347.86,42798.16,26.0,666.83,1,2,2,2,8,1
17837,52,1,3,2,2017-09-19,2,2,3,6,158.25,41673.04,12.0,377.7434505098281,1,2,1,1,3,1
17838,54,2,2,4,2016-05-23,2,1,3,18,111.73,29089.66,10.0,691.87,1,2,2,2,4,1
17839,15,1,2,1,2015-01-30,2,1,3,17,237.9,49691.31,9.0,838.69,2,1,2,2,6,0
17840,12,1,1,5,2017-12-13,1,1,3,20,1545.1397998488449,9525.35,-7.192078843399585,755.81,1,2,1,4,8,0
17841,41,2,3,4,2015-04-15,2,3,3,14,345.78,20445.71,Error,780.96,2,1,1,1,3,0
17842,59,2,3,3,2016-01-20,3,3,3,9,110.72,32049.18,21.0,753.01,2,1,2,2,8,0
17843,52,1,3,5,2016-07-01,3,2,3,-999,1006.71,46738.29,24.0,662.77,1,2,1,4,4,1
17844,17,2,3,3,2015-02-07,2,2,3,19,50.27,37542.2,25.0,686.8821987429081,1,2,2,2,3,0
17845,41,2,1,5,2015-01-18,1,3,3,23,30.78,20068.09,23.0,668.08,1,2,1,3,3,1
17846,42,2,2,5,2016-12-03,1,1,3,4,970.56,29372.65,Error,686.8821987429081,2,1,1,1,3,1
17847,14,2,3,3,2017-01-12,2,2,3,13,351.12,82787.32,4.0,724.67,1,2,2,2,6,0
17848,41,1,2,5,2017-11-08,1,3,3,11,244.67,38976.01,17.0,712.23,1,2,2,2,3,1
17849,25,2,2,1,2015-06-01,1,2,3,11,227.72,4273.86,5.0,721.87,1,2,2,2,3,0
17850,22,1,3,4,2017-02-12,1,2,3,23,70.57,22173.68,28.0,706.56,1,2,2,2,2,0
17851,43,2,1,3,2017-12-27,2,2,3,4,314.41,22511.72,17.0,710.31,1,1,2,2,8,0
17852,15,2,1,4,2016-10-30,2,2,3,19,127.95,35665.46,23.0,780.95,2,1,2,2,8,0
17853,41,1,3,5,2015-02-24,2,2,3,14,451.81,46930.37,3.0,752.89,1,1,2,2,7,0
17854,27,2,2,5,2016-09-21,1,1,3,6,1582.3197982695765,44180.61,5.0,686.8821987429081,1,1,1,3,2,1
17855,55,2,2,1,2015-05-19,3,3,3,18,77.4,2340.95,5.0,745.36,2,1,2,2,3,0
17856,58,2,3,2,2015-07-18,2,1,3,17,30.2,27445.22,6.0,656.01,2,1,2,2,3,1
17857,51,2,2,2,2016-07-06,2,1,3,11,73.68,25985.59,22.0,571.69,1,2,1,3,4,1
17858,28,2,3,5,2016-05-02,1,2,3,16,113.98,9664.08,6.0,379.3983382684542,1,2,1,5,7,0
17859,56,2,2,2,2017-04-19,1,3,3,18,171.22,1508.76,14.0,661.69,2,1,1,5,1,1
17860,57,2,3,5,2016-04-08,2,2,3,16,1293.1879140446108,30465.84,7.0,511.62,1,2,1,3,8,1
17861,63,2,2,2,2016-09-01,1,2,3,12,60.15,47329.38,Error,624.98,2,1,1,1,4,1
17862,46,2,3,5,2017-01-07,1,2,3,3,47.74,26755.15,35.837158298853865,750.81,1,2,2,2,2,0
17863,61,2,3,2,2017-08-08,2,3,3,23,442.18,46017.31,-9.696253398579607,118.4786970997868,1,2,1,5,2,1
17864,63,2,3,3,2015-02-27,1,2,3,4,78.21,18719.44,11.0,724.83,1,2,2,2,3,0
17865,34,2,3,4,2017-09-20,1,2,3,18,380.2,48099.65,18.0,80.98626024896988,1,2,2,2,2,1
17866,57,1,3,5,2017-09-28,3,2,3,17,263.2,23176.72,23.0,674.08,2,1,2,2,1,1
17867,12,2,3,5,2017-08-29,1,2,3,9,52.31,6851.44,28.0,710.18,2,1,1,5,4,1
17868,47,1,2,1,2015-04-29,2,2,3,14,454.66,40727.62,9.0,686.8821987429081,1,2,1,1,4,0
17869,37,2,3,3,2015-04-13,1,3,3,24,89.1,28642.05,8.0,708.85,1,2,1,4,8,1
17870,54,2,3,3,2015-10-27,1,2,3,13,625.17,27566.56,18.0,625.26,1,1,2,2,8,1
17871,24,2,1,3,2017-04-12,2,2,3,11,116.91,6044.09,3.0,727.1,2,1,2,2,7,0
17872,63,2,3,3,2017-10-12,2,1,3,15,167.48,31575.67,26.0,686.8821987429081,2,1,2,2,3,0
17873,49,1,3,3,2015-10-14,1,2,3,21,56.32,30622.91,Error,1195.1319968574155,1,2,1,4,8,0
17874,28,1,3,3,2015-08-30,2,2,3,20,904.306169780808,53490.67,8.0,780.41,1,2,2,2,9,0
17875,48,1,2,5,2015-08-15,3,2,3,10,253.95,18199.78,14.0,644.42,1,2,1,4,4,1
17876,45,1,2,2,2015-08-18,1,2,3,5,792.93,7412.79,23.0,649.88,1,2,1,1,3,1
17877,46,1,2,5,2016-07-07,1,1,3,12,-259.78521290807646,44699.63,22.0,317.3103936626248,2,1,2,2,4,1
17878,56,2,3,2,2015-09-06,2,2,3,16,450.13,2322.68,20.0,686.8821987429081,1,2,2,2,8,1
17879,48,1,2,5,2017-12-12,2,2,3,17,127.58,49293.76,26.0,647.0,2,1,1,1,2,1
17880,48,2,3,5,2015-12-01,1,3,3,11,30.43,7808.96,15.0,313.96477297005583,2,1,1,1,3,1
17881,35,1,3,5,2017-05-10,3,3,3,15,105.81,33808.46,5.0,686.8821987429081,1,2,2,2,8,1
17882,63,1,3,5,2017-02-08,2,1,3,12,32.64,8702.11,28.0,1002.5774870198104,2,1,2,2,2,1
17883,53,2,3,5,2015-09-04,3,2,3,11,486.41,34583.9,18.0,686.8821987429081,2,1,1,4,8,0
17884,22,2,3,2,2015-09-10,2,3,3,2,89.61,29044.37,17.0,312.59397238931746,1,2,1,1,8,1
17885,28,2,2,5,2016-06-16,1,2,3,11,62.24,49646.56,27.0,686.8821987429081,2,1,2,2,8,1
17886,51,1,3,4,2015-02-09,2,2,3,8,324.58,28502.77,24.0,704.65,2,1,2,2,3,1
17887,22,2,2,5,2016-09-08,2,2,3,17,36.47,37188.7,22.0,605.84,2,1,1,5,4,1
17888,13,1,3,1,2016-10-24,2,1,3,15,864.6921831105583,46585.63,5.0,752.94,1,2,1,5,5,0
17889,42,2,3,2,2016-04-28,3,1,3,19,162.87,14223.23,25.0,524.91,1,2,1,5,4,1
17890,61,2,1,4,2016-02-22,1,2,3,8,274.83,5111.09,Error,1232.150051695331,1,2,2,2,1,1
17891,18,2,2,5,2016-02-27,3,1,3,15,434.73,42357.69,19.0,686.8821987429081,1,1,2,2,1,0
17892,41,1,2,1,2017-05-15,2,1,3,19,137.73,55841.8,8.0,840.45,1,2,2,2,5,0
17893,45,2,2,2,2016-11-28,1,2,3,13,154.32,42749.01,23.0,686.8821987429081,1,2,1,5,2,1
17894,63,2,3,5,2017-08-11,1,2,3,18,740.78,24616.45,27.0,585.36,2,1,2,2,1,1
17895,21,2,2,3,2015-08-30,2,3,3,8,247.71,89093.24,Error,1077.3606358397303,1,1,1,4,9,0
17896,12,1,3,4,2015-12-23,3,2,3,20,94.45,7848.37,19.0,793.28,2,1,2,2,1,0
17897,27,2,2,3,2016-06-22,1,1,3,10,93.32,1532.24,9.0,638.71,1,2,2,2,3,1
17898,33,1,2,3,2017-02-13,1,2,3,5,1256.25,88153.54,-14.252634320098583,786.74,1,2,1,5,6,0
17899,22,1,3,5,2016-07-11,2,1,3,17,347.55,36425.75,20.0,559.33,1,2,1,3,3,1
17900,62,1,3,5,2015-12-19,2,2,3,9,143.24,81920.55,13.0,737.14,2,1,2,2,7,0
17901,18,1,3,5,2017-01-31,3,1,3,22,64.07,16953.23,16.0,601.72,2,1,1,1,1,1
17902,42,1,1,3,2016-02-12,2,1,3,14,180.34,14830.23,24.0,1103.7775304915726,2,1,1,3,8,0
17903,58,2,2,4,2015-07-03,2,2,3,15,278.37,2970.34,Error,686.8821987429081,2,1,2,2,2,1
17904,14,1,2,3,2016-11-15,2,2,3,-999,277.82,14780.59,5.0,264.019342253058,2,1,1,3,1,0
17905,18,2,2,3,2016-05-29,3,3,3,11,57.14,19229.22,13.0,686.8821987429081,2,1,1,4,3,1
17906,48,2,3,1,2015-03-05,2,2,3,14,98.4,84175.71,15.0,844.33,2,1,1,1,9,0
17907,47,1,3,5,2017-05-12,3,2,3,13,140.42,27883.67,15.0,636.2,2,1,2,2,2,1
17908,22,2,3,2,2017-07-13,3,1,3,10,327.69,46441.29,13.0,1736.3325944265955,2,1,2,2,8,1
17909,46,2,3,4,2015-03-01,2,1,3,1,475.59,7967.8,25.0,686.8821987429081,1,2,2,2,3,0
17910,53,1,3,2,2016-10-05,1,1,3,18,84.14,35819.03,14.0,686.8821987429081,1,2,1,5,1,1
17911,63,1,2,4,2015-03-03,2,2,3,15,1113.4283547853736,49468.22,9.0,797.08,2,1,2,2,1,0
17912,36,1,3,4,2017-02-19,2,3,3,15,1477.064414879556,31617.51,Error,182.8113372193573,1,2,2,2,2,1
17913,49,2,2,3,2016-11-13,1,1,3,20,-359.3271167179913,2084.83,Error,701.4,1,2,1,5,8,1
17914,30,2,2,3,2015-05-03,2,3,3,15,73.15,31322.15,14.0,773.89,2,1,2,2,1,0
17915,32,2,2,5,2016-02-16,2,1,3,13,460.2,5420.93,16.0,317.8417285656488,1,2,1,4,8,1
17916,37,2,3,4,2016-07-17,2,1,3,-999,31.16,1536.4,19.0,626.66,1,2,1,4,8,1
17917,25,2,3,2,2015-05-11,1,3,3,14,174.73,32405.0,20.0,587.86,2,1,2,2,1,1
17918,45,1,1,1,2015-10-27,1,2,3,2,606.47,38574.0,29.0,725.7,1,2,1,4,4,0
17919,62,1,3,4,2016-04-12,1,1,3,16,80.61,63745.26,19.0,785.41,2,1,2,2,6,0
17920,39,2,3,1,2017-01-20,2,2,3,14,293.57,6489.26,12.0,743.61,1,2,2,2,4,0
17921,14,2,2,1,2016-02-17,2,1,3,13,188.62,21761.87,27.0,742.22,1,2,1,1,1,0
17922,45,2,3,3,2015-10-14,2,2,3,12,325.57,23603.07,6.0,818.66,2,1,1,4,6,0
17923,15,2,2,2,2015-08-28,1,1,3,11,291.56,27700.25,17.0,635.71,1,2,1,3,8,1
17924,34,2,2,4,2017-01-06,2,3,3,20,31.79,32134.49,25.0,1226.612284119391,2,1,1,3,3,0
